Compound_Name,MOL_WEIGHT,IC50,Target Name,SMILES
BDBM50432999,352.42,0.01514,Inhibitor of nuclear factor kappa-B kinase subunit beta,CNC(=O)c1ccc(-c2nc3c(nc(NC)c4ncn(C)c43)s2)cc1
BDBM50433000,431.47,0.11749,Inhibitor of nuclear factor kappa-B kinase subunit beta,O=S(=O)(c1ccc(-c2ccnc(Nc3cc(F)cc(F)c3)n2)cc1)N1CCNCC1
BDBM50433001,301.37,0.31623,Inhibitor of nuclear factor kappa-B kinase subunit beta,CN(c1ccc(-c2ccnc3[nH]ccc23)cc1)S(C)(=O)=O
BDBM50433033,411.462,0.0216,RAC-alpha serine/threonine-protein kinase,COc1ccc(-c2cc3c(C)nc(N)nc3n([C@H]3CC[C@@H](OCO)CC3)c2=O)cn1
BDBM50433034,458.522,0.116,RAC-alpha serine/threonine-protein kinase,Cc1nc(N)nc2c1cc(-c1cnc3ccccc3c1)c(=O)n2[C@H]1CC[C@@H](OCC(N)=O)CC1
BDBM50433036,397.439,0.256,RAC-alpha serine/threonine-protein kinase,Cc1nc(N)nc2c1cc(-c1cn[nH]c1)c(=O)n2[C@H]1CC[C@H](OCC(N)=O)CC1
BDBM50433038,456.478,0.00822,RAC-alpha serine/threonine-protein kinase,COc1ncc(-c2cc3c(C)nc(N)nc3n([C@H]3CC[C@@H](OCC(N)=O)CC3)c2=O)cc1F
BDBM50433039,438.488,0.0233,RAC-alpha serine/threonine-protein kinase,COc1ccc(-c2cc3c(C)nc(N)nc3n([C@H]3CC[C@@H](OCC(N)=O)CC3)c2=O)cn1
BDBM50433041,411.466,0.988,RAC-alpha serine/threonine-protein kinase,Cc1nc(N)nc2c1cc(-c1cnn(C)c1)c(=O)n2[C@H]1CC[C@@H](OCC(N)=O)CC1
BDBM50433043,439.476,0.0519,RAC-alpha serine/threonine-protein kinase,COc1ncc(-c2cc3c(C)nc(N)nc3n([C@H]3CC[C@H](OCC(N)=O)CC3)c2=O)cn1
BDBM50433044,456.478,0.00582,RAC-alpha serine/threonine-protein kinase,COc1ncc(-c2cc3c(C)nc(N)nc3n([C@H]3CC[C@H](OCC(N)=O)CC3)c2=O)cc1F
BDBM50433048,370.413,0.0112,RAC-alpha serine/threonine-protein kinase,Cc1nc(N)nc2c1cc(-c1cn[nH]c1)c(=O)n2[C@H]1CC[C@@H](OCO)CC1
BDBM50433049,412.45,0.022,RAC-alpha serine/threonine-protein kinase,COc1ncc(-c2cc3c(C)nc(N)nc3n([C@H]3CC[C@H](OCO)CC3)c2=O)cn1
BDBM50433050,429.452,0.00524,RAC-alpha serine/threonine-protein kinase,COc1ncc(-c2cc3c(C)nc(N)nc3n([C@H]3CC[C@H](OCO)CC3)c2=O)cc1F
BDBM50433051,431.496,0.0238,RAC-alpha serine/threonine-protein kinase,Cc1nc(N)nc2c1cc(-c1cnc3ccccc3c1)c(=O)n2[C@H]1CC[C@H](OCO)CC1
BDBM50433052,384.44,0.31,RAC-alpha serine/threonine-protein kinase,Cc1nc(N)nc2c1cc(-c1cnn(C)c1)c(=O)n2[C@H]1CC[C@@H](OCO)CC1
BDBM50441566,422.54,0.288,Inhibitor of nuclear factor kappa-B kinase subunit beta,CN1CCN(Cc2ccc(-c3cnc4[nH]cc(-c5cnc6[nH]ccc6c5)c4c3)cc2)CC1
BDBM50442758,466.54,0.01,Inhibitor of nuclear factor kappa-B kinase subunit beta,CC(C)Nc1ccc(Oc2cc(O)cc(O)c2-c2cc(C(=O)NC3CCN(C)CC3)no2)cc1
BDBM50442759,452.511,0.01,RAC-alpha serine/threonine-protein kinase,CN1CCC(NC(=O)c2cc(-c3c(O)cc(O)cc3Oc3ccc(N(C)C)cc3)on2)CC1
BDBM50447157,339.87,0.038,RAC-alpha serine/threonine-protein kinase,CC(C)(C)NC(c1ccc(Cl)cc1)c1ccc(-c2cn[nH]c2)cc1
BDBM50447158,326.831,0.82,RAC-alpha serine/threonine-protein kinase,NCCNC(c1ccc(Cl)cc1)c1ccc(-c2cn[nH]c2)cc1
BDBM50447159,327.815,0.65,RAC-alpha serine/threonine-protein kinase,OCCNC(c1ccc(Cl)cc1)c1ccc(-c2cn[nH]c2)cc1
BDBM50447162,323.827,0.48,RAC-alpha serine/threonine-protein kinase,Clc1ccc(C(NC2CC2)c2ccc(-c3cn[nH]c3)cc2)cc1
BDBM50447163,339.87,0.9,RAC-alpha serine/threonine-protein kinase,CC(C)CNC(c1ccc(Cl)cc1)c1ccc(-c2cn[nH]c2)cc1
BDBM50447164,325.843,0.37,RAC-alpha serine/threonine-protein kinase,CC(C)NC(c1ccc(Cl)cc1)c1ccc(-c2cn[nH]c2)cc1
BDBM50447165,425.923,0.74,RAC-alpha serine/threonine-protein kinase,Clc1ccc(C(NCc2ccccc2)c2ccc(-c3ncnc4[nH]cnc34)cc2)cc1
BDBM50447166,417.944,0.64,RAC-alpha serine/threonine-protein kinase,Clc1ccc(C(NC2CCCCC2)c2ccc(-c3ncnc4[nH]cnc34)cc2)cc1
BDBM50447167,391.906,0.74,RAC-alpha serine/threonine-protein kinase,CC(C)CNC(c1ccc(Cl)cc1)c1ccc(-c2ncnc3[nH]cnc23)cc1
BDBM50447170,350.893,0.17,RAC-alpha serine/threonine-protein kinase,CC(C)(C)NC(c1ccc(Cl)cc1)c1ccc(-c2ccncc2)cc1
BDBM50447172,336.866,0.22,RAC-alpha serine/threonine-protein kinase,CC(C)NC(c1ccc(Cl)cc1)c1ccc(-c2ccncc2)cc1
BDBM50447173,375.863,0.47,RAC-alpha serine/threonine-protein kinase,Clc1ccc(C(NC2CC2)c2ccc(-c3ncnc4[nH]cnc34)cc2)cc1
BDBM50447174,377.879,0.16,RAC-alpha serine/threonine-protein kinase,CC(C)NC(c1ccc(Cl)cc1)c1ccc(-c2ncnc3[nH]cnc23)cc1
BDBM50449138,405.3,0.43652,RAC-alpha serine/threonine-protein kinase,Nc1ncnc(N2CCN(C(=O)C(N)Cc3ccccc3)CC2)c1Br
BDBM50449139,439.745,0.0077,RAC-alpha serine/threonine-protein kinase,Nc1ncnc(N2CCN(C(=O)C(N)Cc3ccc(Cl)cc3)CC2)c1Br
BDBM50449140,395.294,0.017,RAC-alpha serine/threonine-protein kinase,Nc1ncnc(N2CCN(C(=O)C(N)Cc3ccc(Cl)cc3)CC2)c1Cl
BDBM50456594,503.832,0.0056,RAC-alpha serine/threonine-protein kinase,O=C(N1CCN(c2ncnc3[nH]cc(Cl)c23)CC1)C1(c2cccc(Br)c2)CCNCC1
BDBM50456595,548.283,0.0076,RAC-alpha serine/threonine-protein kinase,O=C(N1CCN(c2ncnc3[nH]cc(Br)c23)CC1)C1(c2cccc(Br)c2)CCNCC1
BDBM50456596,434.725,0.018,RAC-alpha serine/threonine-protein kinase,O=C(Cc1ccc(Cl)cc1)N1CCN(c2ncnc3[nH]cc(Br)c23)CC1
BDBM50456597,420.517,0.0356,RAC-alpha serine/threonine-protein kinase,COc1ccc(C2(C(=O)N3CCN(c4ncnc5[nH]ccc45)CC3)CCNCC2)cc1
BDBM50456598,424.936,0.0265,RAC-alpha serine/threonine-protein kinase,O=C(N1CCN(c2ncnc3[nH]ccc23)CC1)C1(c2ccc(Cl)cc2)CCNCC1
BDBM50456599,459.381,0.0019,RAC-alpha serine/threonine-protein kinase,O=C(N1CCN(c2ncnc3[nH]cc(Cl)c23)CC1)C1(c2ccc(Cl)cc2)CCNCC1
BDBM50456600,503.832,0.0018,RAC-alpha serine/threonine-protein kinase,O=C(N1CCN(c2ncnc3[nH]cc(Cl)c23)CC1)C1(c2ccc(Br)cc2)CCNCC1
BDBM50456601,493.826,0.0029,RAC-alpha serine/threonine-protein kinase,O=C(N1CCN(c2ncnc3[nH]cc(Cl)c23)CC1)C1(c2ccc(Cl)c(Cl)c2)CCNCC1
BDBM50456602,538.277,0.0043,RAC-alpha serine/threonine-protein kinase,O=C(N1CCN(c2ncnc3[nH]cc(Br)c23)CC1)C1(c2ccc(Cl)c(Cl)c2)CCNCC1
BDBM50456603,459.381,0.04,RAC-alpha serine/threonine-protein kinase,O=C(N1CCN(c2ncnc3[nH]ccc23)CC1)C1(c2ccc(Cl)c(Cl)c2)CCNCC1
BDBM50456604,499.413,0.0141,RAC-alpha serine/threonine-protein kinase,COc1ccc(C2(C(=O)N3CCN(c4ncnc5[nH]cc(Br)c45)CC3)CCNCC2)cc1
BDBM50456605,469.387,0.0271,RAC-alpha serine/threonine-protein kinase,O=C(N1CCN(c2ncnc3[nH]ccc23)CC1)C1(c2ccc(Br)cc2)CCNCC1
BDBM50456606,503.832,0.0015,RAC-alpha serine/threonine-protein kinase,O=C(N1CCN(c2ncnc3[nH]cc(Br)c23)CC1)C1(c2ccc(Cl)cc2)CCNCC1
BDBM50456607,446.599,0.04,RAC-alpha serine/threonine-protein kinase,CC(C)(C)c1ccc(C2(C(=O)N3CCN(c4ncnc5[nH]ccc45)CC3)CCNCC2)cc1
BDBM50456608,469.387,0.0203,RAC-alpha serine/threonine-protein kinase,O=C(N1CCN(c2ncnc3[nH]cc(Br)c23)CC1)C1(c2ccccc2)CCNCC1
BDBM50460767,398.5,0.5,Inhibitor of nuclear factor kappa-B kinase subunit beta,CCN(CCO)Cc1cc(Nc2nc(C)cn3c(-c4cn[nH]c4)cnc23)sn1
BDBM50460773,388.46,0.5,RAC-alpha serine/threonine-protein kinase,Cc1cn2c(-c3cn[nH]c3)cnc2c(Nc2cc(Cc3ccccn3)ns2)n1
BDBM50465331,327.34,0.1392,Inhibitor of nuclear factor kappa-B kinase subunit beta,O=C1NCc2c1c1c3cc(O)ccc3[nH]c1c1[nH]c3ccccc3c21
BDBM50502468,435.38,0.0137,RAC-alpha serine/threonine-protein kinase,Cn1ncc(Cl)c1-c1csc(C(=O)N[C@@H]2CNCC[C@H]2c2ccc(Cl)cc2)c1
BDBM50502478,453.37,0.102,RAC-alpha serine/threonine-protein kinase,Cn1ncc(Cl)c1-c1cc(C(=O)N[C@@H]2CNCC[C@H]2c2cccc(F)c2)sc1Cl
BDBM50507344,347.42,0.01995,Inhibitor of nuclear factor kappa-B kinase subunit beta,CC1(C)CC(c2c[nH]c3c(C(N)=O)cc(-c4ccccc4)cc23)NC1=O
BDBM50507345,426.54,0.14,Inhibitor of nuclear factor kappa-B kinase subunit beta,NCCS(=O)(=O)N1CCC(c2c[nH]c3c(C(N)=O)cc(-c4ccccc4)cc23)CC1
BDBM50507347,342.42,0.0631,Inhibitor of nuclear factor kappa-B kinase subunit beta,CS(=O)(=O)CCc1c[nH]c2c(C(N)=O)cc(-c3ccccc3)cc12
BDBM50507348,319.36,0.03981,Inhibitor of nuclear factor kappa-B kinase subunit beta,NC(=O)c1cc(-c2ccccc2)cc2c(C3CCC(=O)N3)c[nH]c12
BDBM50507349,349.43,0.19953,Inhibitor of nuclear factor kappa-B kinase subunit beta,CC1(C)CC(O)NC1c1c[nH]c2c(C(N)=O)cc(-c3ccccc3)cc12
BDBM50507350,332.4,0.07943,Inhibitor of nuclear factor kappa-B kinase subunit beta,NC(=O)c1cc(-c2ccccc2)cc2c(C3CCCC(=O)C3)c[nH]c12
BDBM50507352,368.46,0.15849,Inhibitor of nuclear factor kappa-B kinase subunit beta,NC(=O)c1cc(-c2ccccc2)cc2c(C3CCCS(=O)(=O)C3)c[nH]c12
BDBM50507353,386.45,0.05,Inhibitor of nuclear factor kappa-B kinase subunit beta,NC(=O)c1cc(-c2ccc(F)cc2)cc2c(C3CCS(=O)(=O)CC3)c[nH]c12
BDBM50507354,396.51,0.11,Inhibitor of nuclear factor kappa-B kinase subunit beta,CC1(C)CC(c2c[nH]c3c(C(N)=O)cc(-c4ccccc4)cc23)CCS1(=O)=O
BDBM50507355,414.5,0.13,Inhibitor of nuclear factor kappa-B kinase subunit beta,CC1(C)C[C@H](c2c[nH]c3c(C(N)=O)cc(-c4ccc(F)cc4)cc23)CCS1(=O)=O
BDBM50507356,494.66,0.01,Inhibitor of nuclear factor kappa-B kinase subunit beta,NC(=O)c1cc(-c2ccccc2)cc2c(C3CCN(S(=O)(=O)CCCN4CCCC4)CC3)c[nH]c12
BDBM50507359,454.6,0.5,Inhibitor of nuclear factor kappa-B kinase subunit beta,CN(C)CCS(=O)(=O)N1CCC(c2c[nH]c3c(C(N)=O)cc(-c4ccccc4)cc23)CC1
BDBM50507360,306.37,0.12589,Inhibitor of nuclear factor kappa-B kinase subunit beta,CC(=O)CCc1c[nH]c2c(C(N)=O)cc(-c3ccccc3)cc12
BDBM50507361,394.5,0.07943,Inhibitor of nuclear factor kappa-B kinase subunit beta,NC(=O)c1cc(-c2ccccc2)cc2c([C@@H]3C[C@H]4CC[C@@H](C3)S4(=O)=O)c[nH]c12
BDBM50507362,496.63,0.007943,Inhibitor of nuclear factor kappa-B kinase subunit beta,NC(=O)c1cc(-c2ccccc2)cc2c(C3CCN(S(=O)(=O)CCN4CCOCC4)CC3)c[nH]c12
BDBM50507363,496.68,0.19,Inhibitor of nuclear factor kappa-B kinase subunit beta,CCN(CC)CCCS(=O)(=O)N1CCC(c2c[nH]c3c(C(N)=O)cc(-c4ccccc4)cc23)CC1
BDBM50507364,368.46,0.08,Inhibitor of nuclear factor kappa-B kinase subunit beta,NC(=O)c1cc(-c2ccccc2)cc2c(C3CCS(=O)(=O)CC3)c[nH]c12
BDBM50507366,333.39,0.50119,Inhibitor of nuclear factor kappa-B kinase subunit beta,CN1C(=O)CCC1c1c[nH]c2c(C(N)=O)cc(-c3ccccc3)cc12
BDBM50507367,332.4,0.50119,Inhibitor of nuclear factor kappa-B kinase subunit beta,NC(=O)c1cc(-c2ccccc2)cc2c(C3CCC(=O)CC3)c[nH]c12
BDBM50507369,354.43,0.1,Inhibitor of nuclear factor kappa-B kinase subunit beta,NC(=O)c1cc(-c2ccccc2)cc2c(C3CCS(=O)(=O)C3)c[nH]c12
BDBM50528409,499.345,0.00098,RAC-alpha serine/threonine-protein kinase,Cn1ncc(Cl)c1-c1cc(C(=O)N[C@@H]2CN[C@H](CCO)C[C@H]2c2ccc(F)c(F)c2)oc1Cl
BDBM50528411,471.36,0.2222,RAC-alpha serine/threonine-protein kinase,Cn1ncc(Cl)c1-c1cc(C(=O)N[C@@H]2CNCC[C@H]2c2ccc(F)c(F)c2)sc1Cl
BDBM50528412,420.847,0.0051,RAC-alpha serine/threonine-protein kinase,Cn1ncc(Cl)c1-c1coc(C(=O)N[C@@H]2CNCC[C@H]2c2ccc(F)c(F)c2)c1
BDBM50528413,546.282,0.00701,RAC-alpha serine/threonine-protein kinase,COCC[C@@H]1C[C@@H](c2ccc(Cl)c(Cl)c2)[C@H](NC(=O)c2cc(-c3c(Cl)cnn3C)c(Cl)o2)CN1
BDBM50528414,397.429,0.0577,RAC-alpha serine/threonine-protein kinase,Cn1nccc1-c1ccc(C(=O)N[C@@H]2CNCC[C@H]2c2ccc(F)c(F)c2)cn1
BDBM50528417,488.202,0.0029,RAC-alpha serine/threonine-protein kinase,Cn1ncc(Cl)c1-c1cc(C(=O)N[C@@H]2CNCC[C@H]2c2ccc(Cl)c(Cl)c2)oc1Cl
BDBM50528419,541.382,0.0034,RAC-alpha serine/threonine-protein kinase,CC(=O)OCC[C@@H]1C[C@@H](c2ccc(F)c(F)c2)[C@H](NC(=O)c2cc(-c3c(Cl)cnn3C)c(Cl)o2)CN1
BDBM50528421,546.282,0.00256,RAC-alpha serine/threonine-protein kinase,Cn1ncc(Cl)c1-c1cc(C(=O)N[C@@H]2CN[C@H](CCCO)C[C@H]2c2ccc(Cl)c(Cl)c2)oc1Cl
BDBM50528422,431.874,0.215,RAC-alpha serine/threonine-protein kinase,Cn1ncc(Cl)c1-c1ccc(C(=O)N[C@@H]2CNCC[C@H]2c2ccc(F)c(F)c2)cn1
BDBM50528423,466.8,0.1493,RAC-alpha serine/threonine-protein kinase,Cn1ncc(Cl)c1-c1cc(C(=O)N[C@@H]2CNCC[C@H]2c2ccc(Cl)cc2)n(C)c1Cl
BDBM50528424,463.763,0.0356,RAC-alpha serine/threonine-protein kinase,Cn1ncc(Br)c1-c1coc(C(=O)N[C@@H]2CNCC[C@H]2c2ccc(Cl)cc2)c1
BDBM50528426,540.398,0.00249,RAC-alpha serine/threonine-protein kinase,CC(=O)NCC[C@@H]1C[C@@H](c2ccc(F)c(F)c2)[C@H](NC(=O)c2cc(-c3c(Cl)cnn3C)c(Cl)o2)CN1
BDBM50528428,529.371,0.00331,RAC-alpha serine/threonine-protein kinase,Cn1ncc(Cl)c1-c1cc(C(=O)N[C@@H]2CN[C@H](CC(O)CO)C[C@H]2c2ccc(F)c(F)c2)oc1Cl
BDBM50528430,545.254,0.00324,RAC-alpha serine/threonine-protein kinase,Cn1ncc(Cl)c1-c1cc(C(=O)N[C@@H]2CN[C@H](CC(N)=O)C[C@H]2c2ccc(Cl)c(Cl)c2)oc1Cl
BDBM50528431,546.238,0.00194,RAC-alpha serine/threonine-protein kinase,Cn1ncc(Cl)c1-c1cc(C(=O)N[C@@H]2CN[C@H](CC(=O)O)C[C@H]2c2ccc(Cl)c(Cl)c2)oc1Cl
BDBM50528436,528.267,0.01241,RAC-alpha serine/threonine-protein kinase,C=CC[C@@H]1C[C@@H](c2ccc(Cl)c(Cl)c2)[C@H](NC(=O)c2cc(-c3c(Cl)cnn3C)c(Cl)o2)CN1
BDBM50528437,458.335,0.1818,RAC-alpha serine/threonine-protein kinase,Cn1ncc(Br)c1-c1ccc(C(=O)N[C@@H]2CNCC[C@H]2c2cccc(F)c2)nc1
BDBM50528438,413.884,0.1041,RAC-alpha serine/threonine-protein kinase,Cn1ncc(Cl)c1-c1ccc(C(=O)N[C@@H]2CNCC[C@H]2c2cccc(F)c2)nc1
BDBM50528439,379.439,0.0766,RAC-alpha serine/threonine-protein kinase,Cn1nccc1-c1ccc(C(=O)N[C@@H]2CNCC[C@H]2c2cccc(F)c2)nc1
BDBM50528440,412.896,0.0723,RAC-alpha serine/threonine-protein kinase,Cn1ncc(Cl)c1-c1ccc(C(=O)N[C@@H]2CNCC[C@H]2c2cccc(F)c2)cc1
BDBM50528441,475.337,0.0735,RAC-alpha serine/threonine-protein kinase,Cn1ncc(Br)c1-c1ccc(C(=O)N[C@@H]2CNCC[C@H]2c2ccc(F)c(F)c2)cc1
BDBM50528443,476.806,0.2553,RAC-alpha serine/threonine-protein kinase,Cn1cc(-c2c(Br)cnn2C)cc1C(=O)N[C@@H]1CNCC[C@H]1c1ccc(Cl)cc1
BDBM50528444,432.355,0.2119,RAC-alpha serine/threonine-protein kinase,Cn1cc(-c2c(Cl)cnn2C)cc1C(=O)N[C@@H]1CNCC[C@H]1c1ccc(Cl)cc1
BDBM50528445,469.825,0.4489,RAC-alpha serine/threonine-protein kinase,Cn1ncc(Cl)c1-c1cc(C(=O)N[C@@H]2CNCC[C@H]2c2ccc(Cl)cc2)sc1Cl
BDBM50528446,542.659,0.0298,RAC-alpha serine/threonine-protein kinase,Cn1ncc(Br)c1-c1oc(C(=O)N[C@@H]2CNCC[C@H]2c2ccc(Cl)cc2)cc1Br
BDBM50528447,463.763,0.1625,RAC-alpha serine/threonine-protein kinase,Cn1nccc1-c1oc(C(=O)N[C@@H]2CNCC[C@H]2c2ccc(Cl)cc2)cc1Br
BDBM50528448,463.763,0.0312,RAC-alpha serine/threonine-protein kinase,Cn1ncc(Br)c1-c1ccc(C(=O)N[C@@H]2CNCC[C@H]2c2ccc(Cl)cc2)o1
BDBM50528449,384.867,0.0294,RAC-alpha serine/threonine-protein kinase,Cn1nccc1-c1coc(C(=O)N[C@@H]2CNCC[C@H]2c2ccc(Cl)cc2)c1
BDBM50528450,454.983,1,RAC-alpha serine/threonine-protein kinase,O=C(N[C@@H]1CNCC[C@H]1c1ccc(Cl)cc1)c1ccc(-c2ncnc3c2CCC3O)s1
BDBM50528451,411.893,0.5295,RAC-alpha serine/threonine-protein kinase,CNc1cc(-c2ccc(C(=O)N[C@@H]3CNCC[C@H]3c3ccc(Cl)cc3)o2)ncn1
BDBM50528452,370.84,0.0503,RAC-alpha serine/threonine-protein kinase,O=C(N[C@@H]1CNCC[C@H]1c1ccc(Cl)cc1)c1ccc(-c2cn[nH]c2)o1
BDBM50528453,453.757,0.0173,RAC-alpha serine/threonine-protein kinase,Cn1ncc(Cl)c1-c1cc(C(=O)N[C@@H]2CNCC[C@H]2c2ccc(Cl)cc2)oc1Cl
BDBM50528461,532.255,0.00274,RAC-alpha serine/threonine-protein kinase,Cn1ncc(Cl)c1-c1cc(C(=O)N[C@@H]2CN[C@H](CCO)C[C@H]2c2ccc(Cl)c(Cl)c2)oc1Cl
BDBM50528463,384.867,0.2302,RAC-alpha serine/threonine-protein kinase,Cn1nccc1-c1ccc(C(=O)N[C@@H]2CNCC[C@H]2c2ccc(Cl)cc2)o1
BDBM50528465,384.867,1,RAC-alpha serine/threonine-protein kinase,Cn1cc(-c2ccc(C(=O)N[C@@H]3CNCC[C@H]3c3ccc(Cl)cc3)o2)cn1
BDBM50528469,530.283,0.01044,RAC-alpha serine/threonine-protein kinase,CCC[C@@H]1C[C@@H](c2ccc(Cl)c(Cl)c2)[C@H](NC(=O)c2cc(-c3c(Cl)cnn3C)c(Cl)o2)CN1
BDBM50528470,476.325,0.2698,RAC-alpha serine/threonine-protein kinase,Cn1ncc(Br)c1-c1ccc(C(=O)N[C@@H]2CNCC[C@H]2c2ccc(F)c(F)c2)cn1
BDBM50528471,430.886,0.005,RAC-alpha serine/threonine-protein kinase,Cn1ncc(Cl)c1-c1ccc(C(=O)N[C@@H]2CNCC[C@H]2c2ccc(F)c(F)c2)cc1
BDBM50528472,537.822,0.3216,RAC-alpha serine/threonine-protein kinase,Cn1ncc(Cl)c1-c1cc(C(=O)N[C@@H]2CNCC[C@H]2c2ccc(Cl)c(C(F)(F)F)c2)sc1Cl
BDBM50528473,498.208,0.04,RAC-alpha serine/threonine-protein kinase,Cn1ncc(Cl)c1-c1oc(C(=O)N[C@@H]2CNCC[C@H]2c2ccc(Cl)cc2)cc1Br
BDBM50528474,419.312,0.0137,RAC-alpha serine/threonine-protein kinase,Cn1ncc(Cl)c1-c1ccc(C(=O)N[C@@H]2CNCC[C@H]2c2ccc(Cl)cc2)o1
BDBM50528475,384.867,1,RAC-alpha serine/threonine-protein kinase,Cn1cc(-c2coc(C(=O)N[C@@H]3CNCC[C@H]3c3ccc(Cl)cc3)c2)cn1
BDBM50528476,487.309,0.008,RAC-alpha serine/threonine-protein kinase,Cn1ncc(Cl)c1-c1cc(C(=O)N[C@@H]2CNCC[C@H]2c2cccc(C(F)(F)F)c2)oc1Cl
BDBM50528477,473.282,0.538,RAC-alpha serine/threonine-protein kinase,Cn1ncc(Cl)c1-c1cc(C(=O)NC2CNCC2c2ccc(C(F)(F)F)cc2)oc1Cl
BDBM50528480,400.935,0.1879,RAC-alpha serine/threonine-protein kinase,Cn1nccc1-c1csc(C(=O)N[C@@H]2CNCC[C@H]2c2ccc(Cl)cc2)c1
BDBM50536178,420.52,0.0054,RAC-alpha serine/threonine-protein kinase,CC(C)(N)c1ccc(-n2c(-c3cccnc3N)nc3ccc(-c4ccccc4)nc32)cc1
BDBM50536179,460.541,0.035,RAC-alpha serine/threonine-protein kinase,NC(=O)C1(c2ccc(-n3c(-c4cccnc4N)nc4ccc(-c5ccccc5)nc43)cc2)CCC1
BDBM50536180,301.353,0.72,RAC-alpha serine/threonine-protein kinase,Cc1ccc(-n2c(-c3cccnc3N)nc3cccnc32)cc1
BDBM50536182,474.568,0.035,RAC-alpha serine/threonine-protein kinase,CC(=O)NC1(c2ccc(-n3c(-c4cccnc4N)nc4ccc(-c5ccccc5)nc43)cc2)CCC1
BDBM50536184,475.552,0.54,RAC-alpha serine/threonine-protein kinase,COC(=O)C1(c2ccc(-n3c(-c4cccnc4N)nc4ccc(-c5ccccc5)nc43)cc2)CCC1
BDBM50536681,425.892,0.87,RAC-alpha serine/threonine-protein kinase,Cc1sc(C(=O)N[C@@H]2[C@H](N)CCCC2(F)F)cc1-c1cnn2cc(Cl)cnc12
BDBM50574268,365.412,0.022,RAC-alpha serine/threonine-protein kinase,NC(=O)c1cccc2c(N[C@H](CN3CCC3)c3cccc(F)c3)ncnc12
BDBM50574269,379.439,0.563,RAC-alpha serine/threonine-protein kinase,NC(=O)c1cccc2c(N[C@H](CN3CCCC3)c3cccc(F)c3)ncnc12
BDBM50574270,381.867,0.014,RAC-alpha serine/threonine-protein kinase,NC(=O)c1cccc2c(N[C@H](CN3CCC3)c3cccc(Cl)c3)ncnc12
BDBM50574271,415.419,0.006,RAC-alpha serine/threonine-protein kinase,NC(=O)c1cccc2c(N[C@H](CN3CCC3)c3cccc(C(F)(F)F)c3)ncnc12
BDBM50574272,365.412,0.023,RAC-alpha serine/threonine-protein kinase,NC(=O)c1cccc2c(N[C@H](CN3CCC3)c3ccc(F)cc3)ncnc12
BDBM50574273,415.419,0.017,RAC-alpha serine/threonine-protein kinase,NC(=O)c1cccc2c(N[C@H](CN3CCC3)c3ccc(C(F)(F)F)cc3)ncnc12
BDBM50574274,383.402,0.004,RAC-alpha serine/threonine-protein kinase,NC(=O)c1cccc2c(N[C@H](CN3CCC3)c3ccc(F)c(F)c3)ncnc12
BDBM50574275,399.857,0.01,RAC-alpha serine/threonine-protein kinase,NC(=O)c1cccc2c(N[C@H](CN3CCC3)c3ccc(Cl)c(F)c3)ncnc12
BDBM50574276,433.409,0.006,RAC-alpha serine/threonine-protein kinase,NC(=O)c1cccc2c(N[C@H](CN3CCC3)c3ccc(F)c(C(F)(F)F)c3)ncnc12
BDBM50574278,353.401,0.044,RAC-alpha serine/threonine-protein kinase,CNC[C@@H](Nc1nc(C)nc2c(C(N)=O)cccc12)c1cccc(F)c1
BDBM50574279,367.428,0.212,RAC-alpha serine/threonine-protein kinase,CCc1nc(N[C@H](CNC)c2cccc(F)c2)c2cccc(C(N)=O)c2n1
BDBM50574280,407.371,0.4,RAC-alpha serine/threonine-protein kinase,CNC[C@@H](Nc1nc(C(F)(F)F)nc2c(C(N)=O)cccc12)c1cccc(F)c1
BDBM50577298 ,377.398,0.04,PRKDC - protein kinase,C1C[C@@H]2[C@H](C1)C2C3=NN=C4N3C5=C(C=CC(=C5)C6=CC(=CN=C6)C(F)F)N=C4
BDBM50577299,377.398,0.5,PRKDC - protein kinase,C1CCC(=CC1)C2=NN=C3N2C4=C(C=CC(=C4)C5=CC(=CN=C5)C(F)F)N=C3
BDBM50606309,471.005,0.0016,RAC-alpha serine/threonine-protein kinase,CC(C)NC[C@@H](C(=O)N1CCN(c2ncnc3c2[C@H](C)CC(=O)N3)CC1)c1ccc(Cl)cc1
BDBM50606310,483.016,0.0004,RAC-alpha serine/threonine-protein kinase,CC(C)NC[C@@H](C(=O)N1CCN(c2ncnc3c2[C@H](C)CC(=O)N3)[C@H]2C[C@H]21)c1ccc(Cl)cc1
BDBM50606311,481,0.0007,RAC-alpha serine/threonine-protein kinase,C[C@@H]1CC(=O)Nc2ncnc(N3CCN(C(=O)[C@H](CNC4CC4)c4ccc(Cl)cc4)[C@@H]4C[C@@H]43)c21
BDBM50606312,523.037,0.0041,RAC-alpha serine/threonine-protein kinase,C[C@@H]1CC(=O)Nc2ncnc(N3CCN(C(=O)[C@H](CNC4C5COCC54)c4ccc(Cl)cc4)[C@@H]4C[C@@H]43)c21
BDBM50606314,440.935,0.0068,RAC-alpha serine/threonine-protein kinase,C[C@@H]1CC(=O)Nc2ncnc(N3CCN(C(=O)[C@H](CN)c4ccc(Cl)cc4)[C@@H]4C[C@@H]43)c21
BDBM50606315,431.968,1,RAC-alpha serine/threonine-protein kinase,Cc1c(CO)ncnc1N1CCN(C(=O)[C@H](CNC(C)C)c2ccc(Cl)cc2)CC1
